flow_id,timestamp,src_ip,src_port,dst_ip,dst_port,protocol,duration,packets_count,fwd_packets_count,bwd_packets_count,total_payload_bytes,fwd_total_payload_bytes,bwd_total_payload_bytes,payload_bytes_max,payload_bytes_min,payload_bytes_mean,payload_bytes_std,payload_bytes_variance,fwd_payload_bytes_max,fwd_payload_bytes_min,fwd_payload_bytes_mean,fwd_payload_bytes_std,fwd_payload_bytes_variance,bwd_payload_bytes_max,bwd_payload_bytes_min,bwd_payload_bytes_mean,bwd_payload_bytes_std,bwd_payload_bytes_variance,total_header_bytes,max_header_bytes,min_header_bytes,mean_header_bytes,std_header_bytes,fwd_total_header_bytes,fwd_max_header_bytes,fwd_min_header_bytes,fwd_mean_header_bytes,fwd_std_header_bytes,bwd_total_header_bytes,bwd_max_header_bytes,bwd_min_header_bytes,bwd_mean_header_bytes,bwd_std_header_bytes,fwd_avg_segment_size,bwd_avg_segment_size,avg_segment_size,fwd_init_win_bytes,bwd_init_win_bytes,active_min,active_max,active_mean,active_std,idle_min,idle_max,idle_mean,idle_std,bytes_rate,fwd_bytes_rate,bwd_bytes_rate,packets_rate,bwd_packets_rate,fwd_packets_rate,down_up_rate,avg_fwd_bytes_per_bulk,avg_fwd_packets_per_bulk,avg_fwd_bulk_rate,avg_bwd_bytes_per_bulk,avg_bwd_packets_bulk_rate,avg_bwd_bulk_rate,fwd_bulk_state_count,fwd_bulk_total_size,fwd_bulk_per_packet,fwd_bulk_duration,bwd_bulk_state_count,bwd_bulk_total_size,bwd_bulk_per_packet,bwd_bulk_duration,fin_flag_counts,psh_flag_counts,urg_flag_counts,ece_flag_counts,syn_flag_counts,ack_flag_counts,cwr_flag_counts,rst_flag_counts,fwd_fin_flag_counts,fwd_psh_flag_counts,fwd_urg_flag_counts,fwd_ece_flag_counts,fwd_syn_flag_counts,fwd_ack_flag_counts,fwd_cwr_flag_counts,fwd_rst_flag_counts,bwd_fin_flag_counts,bwd_psh_flag_counts,bwd_urg_flag_counts,bwd_ece_flag_counts,bwd_syn_flag_counts,bwd_ack_flag_counts,bwd_cwr_flag_counts,bwd_rst_flag_counts,packets_IAT_mean,packet_IAT_std,packet_IAT_max,packet_IAT_min,packet_IAT_total,fwd_packets_IAT_mean,fwd_packets_IAT_std,fwd_packets_IAT_max,fwd_packets_IAT_min,fwd_packets_IAT_total,bwd_packets_IAT_mean,bwd_packets_IAT_std,bwd_packets_IAT_max,bwd_packets_IAT_min,bwd_packets_IAT_total,subflow_fwd_packets,subflow_bwd_packets,subflow_fwd_bytes,subflow_bwd_bytes,label
,,,62435.0,,53.0,,0.0236649513244628,2.0,1.0,1.0,244.0,81.0,163.0,163.0,81.0,122.0,41.0,1681.0,163.0,81.0,122.0,41.0,0.0,163.0,81.0,122.0,41.0,0.0,16.0,8.0,8.0,8.0,0.0,8.0,8.0,8.0,8.0,0.0,8.0,8.0,8.0,8.0,0.0,81.0,163.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10310.6064599327,3422.7832920268397,6887.823167905862,84.5131677043664,42.2565838521832,42.2565838521832,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02366495,0.0,0.0236649513244628,0.0236649513244628,0.0236649513244628,1499342892.883644,0.0,1499342892.883644,1499342892.883644,1499342892.883644,1499342892.907309,0.0,1499342892.907309,1499342892.907309,1499342892.907309,0.0,0.0,0.0,0.0,BENIGN
,,,61361.0,,53.0,,0.0318899154663085,2.0,1.0,1.0,137.0,42.0,95.0,95.0,42.0,68.5,26.5,702.25,95.0,42.0,68.5,26.5,0.0,95.0,42.0,68.5,26.5,0.0,16.0,8.0,8.0,8.0,0.0,8.0,8.0,8.0,8.0,0.0,8.0,8.0,8.0,8.0,0.0,42.0,95.0,68.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4296.028948234098,1317.0307724513293,2978.9981757827686,62.71575106911092,31.357875534555458,31.357875534555458,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03188992,0.0,0.0318899154663085,0.0318899154663085,0.0318899154663085,1499343426.543771,0.0,1499343426.543771,1499343426.543771,1499343426.543771,1499343426.5756607,0.0,1499343426.575661,1499343426.575661,1499343426.575661,0.0,0.0,0.0,0.0,BENIGN
,,,60116.0,,53.0,,5.102296829223633,4.0,2.0,2.0,254.0,103.0,151.0,79.0,47.0,63.5,12.6589889,160.25,79.0,47.0,63.5,12.6589889,20.25,79.0,47.0,63.5,12.6589889,12.25,32.0,8.0,8.0,8.0,0.0,16.0,8.0,8.0,8.0,0.0,16.0,8.0,8.0,8.0,0.0,51.5,75.5,63.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.78150203751449,20.186987046708637,29.59451499080586,0.7839606620081022,0.3919803310040511,0.3919803310040511,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.70076561,2.36178786,5.040838003158569,0.0303578376770019,5.102296829223633,5.07119584,0.0,5.071195840835571,5.071195840835571,5.071195840835571,5.07193899,0.0,5.071938991546631,5.071938991546631,5.071938991546631,2.0,2.0,103.0,103.0,BENIGN
,,,49341.0,,53.0,,0.0001678466796875,4.0,2.0,2.0,188.0,78.0,110.0,55.0,39.0,47.0,8.0,64.0,55.0,39.0,47.0,8.0,0.0,55.0,39.0,47.0,8.0,0.0,32.0,8.0,8.0,8.0,0.0,16.0,8.0,8.0,8.0,0.0,16.0,8.0,8.0,8.0,0.0,39.0,55.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1120069.818181818,464709.8181818182,655360.0,23831.272727272728,11915.636363636364,11915.636363636364,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.595e-05,4.6e-05,0.0001158714294433,4.0531158447265625e-06,0.0001678466796875,4.05e-06,0.0,4.0531158447265625e-06,4.0531158447265625e-06,4.0531158447265625e-06,4.792e-05,0.0,4.792213439941406e-05,4.792213439941406e-05,4.792213439941406e-05,0.0,0.0,0.0,0.0,BENIGN
,,,62402.0,,53.0,,0.0631880760192871,2.0,1.0,1.0,124.0,46.0,78.0,78.0,46.0,62.0,16.0,256.0,78.0,46.0,62.0,16.0,0.0,78.0,46.0,62.0,16.0,0.0,16.0,8.0,8.0,8.0,0.0,8.0,8.0,8.0,8.0,0.0,8.0,8.0,8.0,8.0,0.0,46.0,78.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1962.3955627664795,727.9854507036939,1234.4101120627854,31.65154133494321,15.825770667471607,15.825770667471607,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06318808,0.0,0.0631880760192871,0.0631880760192871,0.0631880760192871,1499342885.242043,0.0,1499342885.242043,1499342885.242043,1499342885.242043,1499342885.305231,0.0,1499342885.305231,1499342885.305231,1499342885.305231,0.0,0.0,0.0,0.0,BENIGN
,,,61576.0,,53.0,,5.135663986206055,4.0,2.0,2.0,302.0,97.0,205.0,129.0,41.0,75.5,33.290389,1108.25,129.0,41.0,75.5,33.290389,56.25,129.0,41.0,75.5,33.290389,702.25,32.0,8.0,8.0,8.0,0.0,16.0,8.0,8.0,8.0,0.0,16.0,8.0,8.0,8.0,0.0,48.5,102.5,75.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.80447023230991,18.887528518324707,39.9169417139852,0.7788671553948333,0.3894335776974166,0.3894335776974166,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.711888,2.35377272,5.0406248569488525,0.0460450649261474,5.135663986206055,5.08666992,0.0,5.086669921875,5.086669921875,5.086669921875,5.08961892,0.0,5.089618921279907,5.089618921279907,5.089618921279907,2.0,2.0,97.0,97.0,BENIGN
,,,50779.0,,80.0,,5.815680980682373,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,32.0,20.0,24.0,5.65685425,72.0,32.0,20.0,24.0,5.65685425,72.0,32.0,20.0,24.0,5.65685425,0.0,0.0,0.0,8192.0,29200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.031693454288478,0.515846727144239,0.515846727144239,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.1631362,2.30290869,5.768907070159912,3.2901763916015625e-05,5.815680980682373,2.89620149,2.87270558,5.768907070159912,0.0234959125518798,5.792402982711792,2.89610898,2.89589202,5.792001008987427,0.0002169609069824,5.792217969894409,3.0,3.0,0.0,0.0,BENIGN
,,,50776.0,,80.0,,5.853532075881958,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,32.0,20.0,24.8,5.87877538,72.0,32.0,20.0,24.0,5.65685425,52.0,32.0,20.0,26.0,6.0,0.0,0.0,0.0,8192.0,29200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8541851202287372,0.3416740480914949,0.5125110721372423,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.46338302,2.49768198,5.789436101913452,6.389617919921875e-05,5.853532075881958,2.9107995,2.8786366,5.789436101913452,0.0321629047393798,5.821599006652832,5.82143307,0.0,5.821433067321777,5.821433067321777,5.821433067321777,3.0,2.0,0.0,0.0,BENIGN
,,,50772.0,,80.0,,6.084763050079346,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,32.0,20.0,24.8,5.87877538,72.0,32.0,20.0,24.0,5.65685425,52.0,32.0,20.0,26.0,6.0,0.0,0.0,0.0,8192.0,42780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8217246848971054,0.3286898739588421,0.4930348109382632,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.52119076,2.59212932,6.010814905166626,9.489059448242188e-05,6.084763050079346,3.02390647,2.98690844,6.010814905166626,0.0369980335235595,6.0478129386901855,6.04785991,0.0,6.0478599071502686,6.0478599071502686,6.0478599071502686,3.0,2.0,0.0,0.0,BENIGN
,,,50785.0,,443.0,,5.737825155258179,13.0,7.0,6.0,470.0,325.0,145.0,229.0,0.0,36.15384615,62.98454774,3967.05325444,229.0,0.0,36.15384615,62.98454774,6028.81632653,229.0,0.0,36.15384615,62.98454774,1294.80555556,276.0,32.0,20.0,21.23076923,3.28525485,152.0,32.0,20.0,21.71428571,4.19912527,124.0,24.0,20.0,20.66666667,1.49071198,46.42857142857143,24.166666666666668,36.15384615384615,8192.0,8190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.91256918473528,56.64167018093397,25.270899003801308,2.2656668072373587,1.0456923725710887,1.2199744346662702,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,2.0,12.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,6.0,0.0,0.0,0.4781521,1.53868515,5.581060171127319,2.86102294921875e-06,5.737825155258179,0.94986884,2.08847189,5.61967921257019,2.86102294921875e-06,5.699213027954102,1.1398612,2.23997508,5.619672060012817,3.0994415283203125e-06,5.699306011199951,7.0,6.0,325.0,325.0,BENIGN
,,,56105.0,,53.0,,0.0001649856567382,4.0,2.0,2.0,340.0,138.0,202.0,101.0,69.0,85.0,16.0,256.0,101.0,69.0,85.0,16.0,0.0,101.0,69.0,85.0,16.0,0.0,32.0,8.0,8.0,8.0,0.0,16.0,8.0,8.0,8.0,0.0,16.0,8.0,8.0,8.0,0.0,69.0,101.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2060785.2023121384,836436.3468208093,1224348.8554913297,24244.531791907517,12122.265895953757,12122.265895953757,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5e-05,4.561e-05,0.0001139640808105,2.86102294921875e-06,0.0001649856567382,2.86e-06,0.0,2.86102294921875e-06,2.86102294921875e-06,2.86102294921875e-06,4.816e-05,0.0,4.8160552978515625e-05,4.8160552978515625e-05,4.8160552978515625e-05,0.0,0.0,0.0,0.0,BENIGN
,,,50771.0,,80.0,,6.098503112792969,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,32.0,20.0,24.8,5.87877538,72.0,32.0,20.0,24.0,5.65685425,52.0,32.0,20.0,26.0,6.0,0.0,0.0,0.0,8192.0,26883.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8198733209648423,0.3279493283859369,0.4919239925789054,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.52462578,2.58230657,5.997169017791748,6.604194641113281e-05,6.098503112792969,3.02396607,2.97320294,5.997169017791748,0.0507631301879882,6.047932147979736,6.04780602,0.0,6.047806024551392,6.047806024551392,6.047806024551392,3.0,2.0,0.0,0.0,BENIGN
,,,50780.0,,80.0,,5.8332579135894775,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,32.0,20.0,23.2,4.66476152,72.0,32.0,20.0,24.0,5.65685425,44.0,24.0,20.0,22.0,2.0,0.0,0.0,0.0,8192.0,26883.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571539393709519,0.3428615757483807,0.5142923636225711,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.45831448,2.46685409,5.730877876281738,1.2159347534179688e-05,5.8332579135894775,2.89108849,2.83978939,5.730877876281738,0.0512990951538085,5.782176971435547,5.78197098,0.0,5.781970977783203,5.781970977783203,5.781970977783203,3.0,2.0,0.0,0.0,BENIGN
,,,50783.0,,443.0,,5.81587290763855,13.0,6.0,7.0,983.0,599.0,384.0,517.0,0.0,75.61538462,142.20977921,20223.62130178,517.0,0.0,75.61538462,142.20977921,35175.13888889,517.0,0.0,75.61538462,142.20977921,6474.40816327,284.0,32.0,20.0,21.84615385,4.32961455,132.0,32.0,20.0,22.0,4.47213595,152.0,32.0,20.0,21.71428571,4.19912527,99.83333333333331,54.85714285714285,75.61538461538461,8192.0,17922.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0201996520472,102.993997549925,66.0262021021222,2.235262050332262,1.2036026424866026,1.0316594078456591,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,2.0,12.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,7.0,0.0,0.0,0.48465608,1.53461306,5.573467969894409,9.5367431640625e-07,5.81587290763855,1.15293679,2.25433445,5.6613709926605225,4.0531158447265625e-06,5.764683961868286,0.96080383,2.08599319,5.624639987945557,9.5367431640625e-07,5.764822959899902,6.0,7.0,599.0,599.0,BENIGN
,,,50813.0,,80.0,,5.051177024841309,10.0,6.0,4.0,1180.0,453.0,727.0,727.0,0.0,118.0,243.82329667,59449.8,727.0,0.0,118.0,243.82329667,28501.25,727.0,0.0,118.0,243.82329667,99099.1875,220.0,32.0,20.0,22.0,4.09878031,132.0,32.0,20.0,22.0,4.47213595,88.0,28.0,20.0,22.0,3.46410162,75.5,181.75,118.0,8192.0,10220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.608918118856,89.68206771850998,143.92685040034604,1.9797365942275933,0.7918946376910373,1.187841956536556,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.56124189,1.54746423,4.937778234481812,6.794929504394531e-05,5.051177024841309,1.0102354,1.96406501,4.937847137451172,0.0001721382141113,5.051177024841309,1.67536171,2.35146315,5.000806093215942,0.0011000633239746,5.026085138320923,6.0,4.0,453.0,453.0,BENIGN
,,,50733.0,,80.0,,115.18215799331664,31.0,16.0,15.0,788.0,487.0,301.0,476.0,0.0,25.41935484,97.9067279,9585.72736733,476.0,0.0,25.41935484,97.9067279,13235.24609375,476.0,0.0,25.41935484,97.9067279,5637.39555556,776.0,32.0,20.0,25.03225806,5.92144202,332.0,32.0,20.0,20.75,2.90473751,444.0,32.0,20.0,29.6,4.8,30.4375,20.066666666666663,25.41935483870968,8192.0,42780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.841337354052032,4.228085395207284,2.613251958844748,0.2691389060604225,0.1302285029324625,0.13891040312796,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,30.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,15.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,15.0,0.0,0.0,3.83940527,4.75317389,10.021167993545532,0.0001139640808105,115.18215799331664,7.6752464,4.06203129,10.074488878250122,0.0001571178436279,115.12869596481325,8.22339886,3.64698447,10.07448697090149,0.0283541679382324,115.1275839805603,1.3333333333333333,1.25,40.583333333333336,40.583333333333336,BENIGN
,,,62356.0,,53.0,,0.2098670005798339,6.0,4.0,2.0,462.0,160.0,302.0,151.0,40.0,77.0,52.32590181,2738.0,151.0,40.0,77.0,52.32590181,0.0,151.0,40.0,77.0,52.32590181,0.0,48.0,8.0,8.0,8.0,0.0,32.0,8.0,8.0,8.0,0.0,16.0,8.0,8.0,8.0,0.0,40.0,151.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2201.3942102548604,762.3876052830686,1439.006604971792,28.589535198115072,9.529845066038355,19.059690132076717,0.5,160.0,4.0,858.2859569199917,0.0,0.0,0.0,1.0,160.0,4.0,0.1864180564880371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0419734,0.07278718,0.186410903930664,3.0994415283203125e-06,0.2098670005798339,0.06213935,0.08787326,0.186410903930664,3.0994415283203125e-06,0.1864180564880371,3.81e-06,0.0,3.814697265625e-06,3.814697265625e-06,3.814697265625e-06,0.0,0.0,0.0,0.0,BENIGN
,,,60092.0,,53.0,,0.0305109024047851,2.0,1.0,1.0,118.0,51.0,67.0,67.0,51.0,59.0,8.0,64.0,67.0,51.0,59.0,8.0,0.0,67.0,51.0,59.0,8.0,0.0,16.0,8.0,8.0,8.0,0.0,8.0,8.0,8.0,8.0,0.0,8.0,8.0,8.0,8.0,0.0,51.0,67.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3867.470009064483,1671.5336479854968,2195.936361078986,65.55033913668615,32.775169568343074,32.775169568343074,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0305109,0.0,0.0305109024047851,0.0305109024047851,0.0305109024047851,1499343024.032387,0.0,1499343024.032387,1499343024.032387,1499343024.032387,1499343024.062898,0.0,1499343024.062898,1499343024.062898,1499343024.062898,0.0,0.0,0.0,0.0,BENIGN
,,,50814.0,,80.0,,5.839010000228882,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,32.0,20.0,24.0,5.05964426,72.0,32.0,20.0,24.0,5.65685425,48.0,28.0,20.0,24.0,4.0,0.0,0.0,0.0,8192.0,10220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8563095455914627,0.342523818236585,0.5137857273548776,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.4597525,2.50095257,5.791496992111206,3.695487976074219e-05,5.839010000228882,2.90764451,2.88385248,5.791496992111206,0.023792028427124,5.81528902053833,5.81525493,0.0,5.815254926681519,5.815254926681519,5.815254926681519,3.0,2.0,0.0,0.0,BENIGN
,,,50807.0,,80.0,,5.902616024017334,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,32.0,20.0,24.0,5.65685425,72.0,32.0,20.0,24.0,5.65685425,72.0,32.0,20.0,24.0,5.65685425,0.0,0.0,0.0,8192.0,29200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0164984433319764,0.5082492216659882,0.5082492216659882,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.1805232,2.32847122,5.83737587928772,6.008148193359375e-05,5.902616024017334,2.93496895,2.90240693,5.83737587928772,0.0325620174407959,5.869937896728516,2.93505704,2.93482387,5.86988091468811,0.0002331733703613,5.870114088058472,3.0,3.0,0.0,0.0,BENIGN
,,,50805.0,,80.0,,6.022922039031982,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,32.0,20.0,24.8,5.87877538,72.0,32.0,20.0,24.0,5.65685425,52.0,32.0,20.0,26.0,6.0,0.0,0.0,0.0,8192.0,42780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8301618330101466,0.3320647332040586,0.4980970998060879,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.50573051,2.56545491,5.949152946472168,0.0001170635223388,6.022922039031982,2.99298692,2.95616603,5.949152946472168,0.0368208885192871,5.985973834991455,5.98621821,0.0,5.986218214035034,5.986218214035034,5.986218214035034,3.0,2.0,0.0,0.0,BENIGN
,,,50812.0,,80.0,,5.869745016098023,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,32.0,20.0,24.0,5.65685425,72.0,32.0,20.0,24.0,5.65685425,72.0,32.0,20.0,24.0,5.65685425,0.0,0.0,0.0,8192.0,26883.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.022190910089748,0.511095455044874,0.511095455044874,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.173949,2.29673966,5.767206907272339,9.41753387451172e-05,5.869745016098023,2.90895748,2.85824943,5.767206907272339,0.0507080554962158,5.817914962768555,2.90956557,2.9088124,5.81837797164917,0.0007531642913818,5.819131135940552,3.0,3.0,0.0,0.0,BENIGN
